"id" "name" "terminalName" "lat" "long" "installed" "locked" "installDate" "removalDate" "temporary" "nbBikes" "nbEmptyDocks" "nbDocks"
"193" "Bankside Mix, Bankside" "000963" "51.50581776" "-0.100186337" "true" "false" "1279392479356" "" "false" "53" "5" "60"
"194" "Hop Exchange, The Borough" "000960" "51.50462759" "-0.091773776" "true" "false" "1279392479395" "" "false" "13" "42" "56"
"195" "Milroy Walk, South Bank" "000959" "51.50724437" "-0.106237501" "true" "false" "1279392479432" "" "false" "26" "4" "30"
"196" "Union Street, The Borough" "000961" "51.50368837" "-0.098497684" "true" "false" "1279392479471" "" "false" "7" "9" "17"
"197" "Stamford Street, South Bank" "000962" "51.50556905" "-0.111606696" "true" "false" "1279392479520" "" "false" "16" "11" "27"
"199" "Great Tower Street, Monument" "001080" "51.51048489" "-0.082989638" "true" "false" "1279441800000" "" "false" "21" "3" "24"
"200" "LMU Commercial Road, Whitechapel" "001105" "51.51492456" "-0.066078037" "true" "false" "1279441920000" "" "false" "1" "13" "14"
"201" "Dorset Square, Marylebone" "001162" "51.5225965" "-0.161113413" "true" "false" "1279444080000" "" "false" "0" "16" "16"
"202" "Leman Street, Aldgate" "001102" "51.51236389" "-0.06954201" "true" "false" "1279444320000" "" "false" "17" "20" "37"
"203" "West Smithfield Rotunda, Farringdon" "001040" "51.51821864" "-0.100791005" "true" "false" "1279445580000" "" "false" "13" "0" "15"
"204" "Margery Street, Clerkenwell" "003468" "51.52659961" "-0.112432615" "true" "false" "1279466640000" "" "false" "8" "11" "19"
"206" "New Road 1 , Whitechapel" "001171" "51.518154" "-0.062697" "true" "false" "1279471380000" "" "false" "17" "19" "36"
"207" "Grosvenor Crescent, Belgravia" "001169" "51.50135267" "-0.153194766" "true" "false" "1279558140000" "" "false" "15" "3" "18"
"208" "Mallory Street, Marylebone" "001175" "51.52505151" "-0.166304359" "true" "false" "1279472580000" "" "false" "15" "5" "20"
"209" "Denyer Street, Knightsbridge" "003454" "51.49358391" "-0.165101392" "true" "false" "1279529160000" "" "false" "12" "18" "30"
"210" "Hinde Street, Marylebone" "003476" "51.51681444" "-0.151926305" "true" "false" "1279535160000" "" "false" "13" "8" "21"
"211" "Cadogan Place, Knightsbridge" "003469" "51.49464523" "-0.158105512" "true" "false" "1279535820000" "" "false" "32" "2" "34"
"212" "Campden Hill Road, Notting Hill" "003487" "51.50658458" "-0.199004026" "true" "false" "1279536840000" "" "false" "1" "15" "17"
"213" "Wellington Arch, Hyde Park" "001109" "51.50274025" "-0.149569201" "true" "false" "1279537020000" "" "false" "32" "3" "36"
